iter	Logloss
274	0.1472399799
275	0.1471289456
276	0.1470614728
277	0.1470081259
278	0.1468708871
279	0.1468372546
280	0.1467120377
281	0.1466029973
282	0.1464677644
283	0.1463980799
284	0.1463576755
285	0.1462973802
286	0.1462030236
287	0.1461670471
288	0.1461211354
289	0.1459984032
290	0.1459782203
291	0.145900576
292	0.1457778861
293	0.1457124656
294	0.1456140973
295	0.1455468141
296	0.1454217482
297	0.1453261111
298	0.1452724168
299	0.1452271155
300	0.1450963665
301	0.1450019841
302	0.1448959997
303	0.1447957956
304	0.1447534379
305	0.1446803866
306	0.1446084336
307	0.144542475
308	0.1444898459
309	0.1443992537
310	0.1442981022
311	0.1442637933
312	0.1442233941
313	0.1441602511
314	0.1441169234
315	0.1439717805
316	0.1438701964
317	0.1438105908
318	0.1437702256
319	0.1436146982
320	0.1435674238
321	0.1434331183
322	0.143410226
323	0.1433263424
324	0.143286717
325	0.143243974
326	0.1431894588
327	0.1430680844
328	0.142998418
329	0.1429510254
330	0.1428889162
331	0.1428144047
332	0.1427702866
333	0.1427234251
334	0.1426114159
335	0.1425865235
336	0.1424593475
337	0.1423707289
338	0.1422800011
339	0.1422318554
340	0.142189582
341	0.1421218268
342	0.1421060083
343	0.1420458208
344	0.1419347821
345	0.1418834461
346	0.1418117659
347	0.1417085796
348	0.141637048
349	0.141589223
350	0.1414053467
351	0.1413380668
352	0.1413264691
353	0.1412349211
354	0.1410668997
355	0.1409978664
356	0.1408575027
357	0.1407739372
358	0.1407265755
359	0.1406763305
360	0.1406045384
361	0.1405121123
362	0.140467576
363	0.1404132443
364	0.1403366871
365	0.1402736125
366	0.1402341425
367	0.1401457
368	0.1401272551
369	0.1400524351
370	0.1399942505
371	0.1399143607
372	0.1397918595
373	0.1396990357
374	0.1396312477
375	0.1395857025
376	0.139538944
377	0.1395019295
378	0.1394365394
379	0.1394118662
380	0.1393395766
381	0.1392263957
382	0.139162084
383	0.1390796082
384	0.1389869191
385	0.13889114
386	0.1388353629
387	0.1387663988
388	0.1387025399
389	0.1386840497
390	0.138593197
391	0.1385111953
392	0.1384544592
393	0.1383472586
394	0.1382272629
395	0.1381598426
396	0.1381428685
397	0.1381214221
398	0.1380304075
399	0.1379690077
400	0.1379183207
401	0.1378611577
402	0.1377911493
403	0.1377183554
404	0.1376700483
405	0.1376281003
406	0.1375751667
407	0.1374768106
408	0.1373922241
409	0.1373334701
410	0.1372731622
411	0.1372235556
412	0.1371782424
413	0.1371258379
414	0.1370868434
415	0.1370408209
416	0.1369503252
417	0.1368861753
418	0.1368729624
419	0.1368400593
420	0.1367963723
421	0.1366778526
422	0.1366105465
423	0.136569421
424	0.1365325171
425	0.1364777239
426	0.1364093134
427	0.1363674348
428	0.1363196911
429	0.1363077499
430	0.1362774757
431	0.1361675406
432	0.1360996044
433	0.1360655313
434	0.1360174669
435	0.1359671812
436	0.1359158261
437	0.1358665678
438	0.1358120925
439	0.1357071058
440	0.1356854334
441	0.1356412896
442	0.1356092898
443	0.1355609474
444	0.135514215
445	0.1354949542
446	0.1354192435
447	0.1353854688
448	0.1353431952
449	0.1352961303
450	0.135236691
451	0.1351979529
452	0.1351589769
453	0.1350878062
454	0.1350273542
455	0.1349988595
456	0.1349458614
457	0.1349057922
458	0.1348600791
459	0.1348031673
460	0.1347171085
461	0.1346786117
462	0.1346160757
463	0.1345665534
464	0.134482146
465	0.1344420467
466	0.1343742138
467	0.1343366045
468	0.1342769381
469	0.1342057827
470	0.1341728715
471	0.1341400195
472	0.1340877242
473	0.1340647725
474	0.1340035435
475	0.133957936
476	0.1339227612
477	0.1338469253
478	0.1337927699
479	0.1337540723
480	0.1337009847
481	0.1336158871
482	0.1335685725
483	0.1334980822
484	0.1334320569
485	0.133365716
486	0.1332843228
487	0.1332109805
488	0.1331628242
489	0.1330974089
490	0.1330532087
491	0.1330040412
492	0.1329718977
493	0.1328891829
494	0.1328504919
495	0.1328083289
496	0.1327764718
497	0.1327318733
498	0.1326974666
499	0.1326482216
500	0.1326185936
501	0.1325819673
502	0.1325462969
503	0.1325102103
504	0.1324610876
505	0.132403654
506	0.132363667
507	0.1323102572
508	0.1322693117
509	0.1322357609
510	0.1321967226
511	0.1321502937
512	0.1321064761
513	0.1320611449
514	0.1320172348
515	0.1319785724
516	0.1319362626
517	0.1319080443
518	0.1318670682
519	0.1318319329
520	0.1317837825
521	0.1317074045
522	0.1316523194
523	0.1316121694
524	0.1315297076
525	0.131480701
526	0.1314225343
527	0.1313741956
528	0.1313248753
529	0.131264791
530	0.1312339913
531	0.1311714354
532	0.1311412426
533	0.1311048251
534	0.1310599096
535	0.1310492129
536	0.1310221937
537	0.1309829278
538	0.1309320743
539	0.1308732192
540	0.1307970187
541	0.1307709954
542	0.1307435226
543	0.1306495572
544	0.1306283165
545	0.1306145929
546	0.1305771235
547	0.1304957822
548	0.130444511
549	0.1303654612
550	0.1303032496
551	0.1302698395
552	0.1302427103
553	0.1302147047
554	0.13017274
555	0.130134889
556	0.1300773619
557	0.1300241265
558	0.1299565809
559	0.1299070951
560	0.129844254
561	0.1297915396
562	0.1297348457
563	0.129693622
564	0.1296652532
565	0.1296355468
566	0.1295950417
567	0.1295395722
568	0.1294957343
569	0.1294296682
570	0.1293900654
571	0.1293405925
572	0.1292525968
573	0.1292096506
574	0.1291880814
575	0.129150251
576	0.1291208253
577	0.1290694853
578	0.1290165004
579	0.1289597606
580	0.1289132277
581	0.1288893678
582	0.1288604537
583	0.1288128338
584	0.1287702905
585	0.128728245
586	0.1287034577
587	0.1286633792
588	0.1286128181
589	0.1285543398
590	0.1285206811
591	0.1284765664
592	0.1284259038
593	0.1283767063
594	0.1283558221
595	0.1283122385
596	0.1282465156
597	0.1282011952
598	0.128152538
599	0.1281125199
600	0.1280884244
601	0.1280462768
602	0.1280003407
603	0.1279358135
604	0.127908834
605	0.1278725427
606	0.1278433779
607	0.1277850843
608	0.1277609771
609	0.1277304363
610	0.1276912753
611	0.1276465869
612	0.1276023947
613	0.1275665444
614	0.127532717
615	0.1274977833
616	0.127472719
617	0.1274448058
618	0.127394494
619	0.1273450153
620	0.1273147834
621	0.1273068889
622	0.1272435461
623	0.1272063419
624	0.1271662884
625	0.1271414213
626	0.1271061738
627	0.1270634002
628	0.1270402361
629	0.1270123979
630	0.126959447
631	0.1269190053
632	0.1268711135
633	0.1268297517
634	0.126806912
635	0.1267697506
636	0.1267645422
637	0.1267421053
638	0.1267109248
639	0.1266418257
640	0.1265899959
641	0.1265553657
642	0.1265254406
643	0.1264871302
644	0.126417809
645	0.126374115
646	0.1263308282
647	0.126297741
648	0.1262746528
649	0.1262280399
650	0.1261895596
651	0.1261559232
652	0.1261397462
653	0.1260992358
654	0.1260747959
655	0.1260413792
656	0.125982588
657	0.1259083502
658	0.1258665567
659	0.1258403586
660	0.1258227089
661	0.1258041196
662	0.1257791869
663	0.1257372509
664	0.1257126783
665	0.1256724417
666	0.1256432265
667	0.1256128706
668	0.125585762
669	0.1255365028
670	0.1254972401
671	0.1254457446
672	0.1254311504
673	0.125399301
674	0.1253887935
675	0.1253347778
676	0.1253034904
677	0.1252476613
678	0.1252046019
679	0.1251610461
680	0.1251183267
681	0.1250813446
682	0.1250401566
683	0.1249911462
684	0.1249515379
685	0.124888407
686	0.124853298
687	0.1248199504
688	0.12477701
689	0.1247379683
690	0.1246981376
691	0.1246573189
692	0.1246140659
693	0.1245774154
694	0.1245181386
695	0.1244779528
696	0.1244327615
697	0.124388981
698	0.1243650157
699	0.1243171942
700	0.1242673644
701	0.1242440212
702	0.1242185318
703	0.1242037251
704	0.1241501057
705	0.1241255171
706	0.1240990483
707	0.1240529912
708	0.1240312285
709	0.1239818055
710	0.1239539727
711	0.1239345675
712	0.1238847592
713	0.1238543716
714	0.123806455
715	0.1237455587
716	0.1237108212
717	0.1236810043
718	0.1236437472
719	0.1236036888
720	0.1235774846
721	0.1235331109
722	0.1234958313
723	0.123435617
724	0.1234060621
725	0.123370074
726	0.1233421989
727	0.1232835994
728	0.1232286886
729	0.1231980779
730	0.1231444484
731	0.1231114693
732	0.1230529627
733	0.1230156605
734	0.1230033004
735	0.1229727368
736	0.1229273921
737	0.1228954374
738	0.1228627233
739	0.1228098152
740	0.1227785092
741	0.1227531546
742	0.1227171047
743	0.1226670551
744	0.1226278722
745	0.122593858
746	0.1225656536
747	0.1225375951
748	0.1224831575
749	0.122473933
750	0.1224377555
751	0.1223963445
752	0.1223530603
753	0.1223198515
754	0.1222954437
755	0.1222522196
756	0.1222066069
757	0.1221758985
758	0.1221338384
759	0.1221036673
760	0.1220762924
761	0.1220211545
762	0.1219952692
763	0.1219660327
764	0.1219123337
765	0.1219087101
766	0.1218700776
767	0.1218482332
768	0.1218236379
769	0.1217698043
770	0.1217261219
771	0.1216928011
772	0.1216695513
773	0.1216208001
774	0.1215960417
775	0.121575128
776	0.1215492772
777	0.1215149768
778	0.1214835975
779	0.1214581181
780	0.1214261757
781	0.1214221428
782	0.121384117
783	0.1213500197
784	0.1213330982
785	0.1212980816
786	0.1212649594
787	0.1212398685
788	0.1212208716
789	0.1211727099
790	0.1211221951
791	0.1210804756
792	0.1210265222
793	0.1210004075
794	0.120963772
795	0.1209390813
796	0.1209243628
797	0.1208827668
798	0.1208567132
799	0.1208255591
800	0.1207940135
801	0.1207473524
802	0.1206913216
803	0.1206513256
804	0.1206317977
805	0.1205983228
806	0.1205603439
807	0.1205227639
808	0.1204772805
809	0.1204454752
810	0.1204084592
811	0.1203997528
812	0.120364788
813	0.1203108179
814	0.1202758238
815	0.1202358591
816	0.1202202265
817	0.1201870811
818	0.1201232676
819	0.1200741054
820	0.1200465205
821	0.1200098028
822	0.1199864896
823	0.1199495536
824	0.1199122786
825	0.1198799374
826	0.1198573588
827	0.1198345361
828	0.1198291098
829	0.1198086668
830	0.119784615
831	0.1197510926
832	0.1197321546
833	0.1196699197
834	0.119617987
835	0.1195754833
836	0.1195119136
837	0.1194738697
838	0.1194351664
839	0.1194158917
840	0.1193750978
841	0.1193579353
842	0.1193194579
843	0.1192911514
844	0.1192620313
845	0.1192212571
846	0.1191820035
847	0.1191509595
848	0.1190986269
849	0.1190815981
850	0.1190414672
851	0.1190188199
852	0.1189840881
853	0.1189423977
854	0.1189182404
855	0.118856064
856	0.1188159841
857	0.1187804805
858	0.1187217262
859	0.1186821257
860	0.1186326428
861	0.1186143381
862	0.1185887023
863	0.1185512572
864	0.1185153013
865	0.1184728327
866	0.1184539807
867	0.1184394505
868	0.1184094846
869	0.118373229
870	0.1183335967
871	0.1182869335
872	0.1182364756
873	0.1182051331
874	0.1181805362
875	0.1181481445
876	0.1181108196
877	0.1180836294
878	0.1180410412
879	0.1180117349
880	0.1179783316
881	0.1179424536
882	0.1179058061
883	0.1178541837
884	0.1178297099
885	0.1177732465
886	0.117742948
887	0.1177246315
888	0.1176887835
889	0.11765962
890	0.117610763
891	0.117586437
892	0.117544114
893	0.1175156547
894	0.1174879861
895	0.1174626327
896	0.1174366832
897	0.117411402
898	0.1173808131
899	0.1173285766
900	0.1172907962
901	0.1172686528
902	0.1172472906
903	0.1172162501
904	0.1171708276
905	0.1171471511
906	0.1171267524
907	0.1170927802
908	0.1170703669
909	0.1170319583
910	0.1169916024
911	0.1169726944
912	0.1169533303
913	0.1169159421
914	0.1168797044
915	0.1168421171
916	0.1168219313
917	0.1168027295
918	0.1167504718
919	0.116717398
920	0.1166792103
921	0.1166395867
922	0.1165998069
923	0.1165827654
924	0.1165452393
925	0.1165069946
926	0.1164694832
927	0.1164311944
928	0.1163816767
929	0.1163384664
930	0.1163224253
931	0.1162976663
932	0.1162532554
933	0.116229769
934	0.1161986587
935	0.1161816434
936	0.1161424321
937	0.1160890425
938	0.1160521836
939	0.116003008
940	0.1159852603
941	0.1159489952
942	0.1158990749
943	0.1158690817
944	0.1158418635
945	0.1158052064
946	0.1157764383
947	0.115746555
948	0.115701666
949	0.115683621
950	0.1156539204
951	0.1156010867
952	0.1155607217
953	0.1155281165
954	0.115492106
955	0.1154429517
956	0.1154067747
957	0.115356778
958	0.1153202013
959	0.1153017782
960	0.1152754813
961	0.1152478819
962	0.1152169216
963	0.1151794728
964	0.1151664084
965	0.1151247237
966	0.1150961473
967	0.1150496783
968	0.1150234234
969	0.1149832282
970	0.1149487939
971	0.1149176473
972	0.1148884265
973	0.1148643401
974	0.1148331168
975	0.1147999814
976	0.1147585833
977	0.1147229931
978	0.1146835073
979	0.1146451327
980	0.1146138752
981	0.1145865587
982	0.1145392297
983	0.1145136341
984	0.1144676246
985	0.1144464185
986	0.1144142566
987	0.1143882184
988	0.1143524152
989	0.1143181599
990	0.1142915044
991	0.1142507445
992	0.1142307755
993	0.1142095669
994	0.1141784805
995	0.1141520933
996	0.1141063554
997	0.1140768856
998	0.1140342223
999	0.1140034342
